1,1110573.957,679818.0357,0
2,1110884.783,679926.8882,0
3,1111231.103,680001.2467,0
4,1111487.244,680151.7293,0
5,1111875.603,680320.7139,0
6,1112238.928,680433.5621,0
7,1112580.852,680514.0046,0
8,1113268.333,680611.5026,0
9,1113548.436,680643.9297,0
10,1113846.602,680679.7581,0
11,1114147.495,680771.3181,0
12,1114845.909,680862.7795,0
13,1115143.124,680726.3073,0
14,1115440.458,680635.7962,0
15,1115740.862,680644.6855,0
16,1116037.622,680660.9517,0
17,1116732.688,680657.0937,0
18,1117386.152,680610.8654,0
19,1117649.326,680500.2541,0
20,1120161.473,678781.2222,0
21,1120862.089,679160.0075,0
22,1120576.317,680167.5862,0
23,1119767.939,679810.7581,0
24,1119293.49,680572.446,0
25,1119280.245,680925.8768,0
26,1119271.23,681120.0827,0
27,1119510.966,681277.7856,0
28,1119840.588,681348.8323,0
29,1119051.384,681906.5798,0
30,1118732.832,682095.2086,0
31,1118299.34,681557.1443,0
32,1117680.335,681212.1502,0
33,1117679.429,681212.0467,0
34,1117050.438,681130.2371,0
35,1115356.521,681173.1334,0
36,1114421.511,681181.8607,0
37,1112851.017,680929.4594,0
38,1111853.609,680692.9173,0
39,1111611.435,680603.5868,0
40,1111266.154,680425.7524,0
41,1111034.54,680316.7084,0
42,1110836.218,680206.3461,0
43,1110293.902,679962.8556,0
44,1109470.149,679232.1677,0
45,1108765.577,678580.8592,0
46,1108238.703,678072.9514,0
47,1108375.425,677952.0099,0
48,1108337.697,677679.9436,0
49,1108572.422,677679.9359,0
50,1108830.022,677754.7794,0
51,1109075.454,677882.2131,0
52,1108998.013,678029.3111,0
53,1109093.787,678081.8384,0
54,1109597.25,678383.8385,0
55,1109667.602,678315.897,0
56,1111158.671,678884.5816,0
57,1113192.647,679259.3776,0
58,1114399.56,679271.9908,0
59,1115824.401,679006.2613,0
60,1118409.719,678849.3863,0
61,1118871.161,678907.6534,0
